ML1G000200	KOG4535
ML5G266800	KOG3436
ML5G267100	KOG1636
ML5G267700	KOG4412
ML5G268000	KOG0610
ML5G269400	KOG3467
ML5G269500	KOG2363
ML5G269700	KOG1187
ML5G270300	KOG2246
ML5G270500	KOG1187
ML5G270600	KOG0025
ML5G270700	KOG1618
ML5G271200	KOG2068
ML5G271500	KOG1237
ML5G271800	KOG2797
ML5G272400	KOG4685
ML5G272600	KOG3366
ML5G272800	KOG3347
ML5G273000	KOG4760
ML5G273200	KOG0910
ML5G273400	KOG0431
ML5G273800	KOG1187
ML5G274400	KOG2169
ML5G274700	KOG1187
ML5G275000	KOG0243
ML5G275200	KOG0421
ML5G275300	KOG3385
ML5G275500	KOG0761
ML5G276000	KOG1205
ML5G276600	KOG3210
ML5G276700	KOG0583
ML5G277000	KOG2187
ML5G277300	KOG1609
ML5G277400	KOG3051
ML5G278100	KOG0190
ML5G278300	KOG0223
ML5G278400	KOG0886
ML5G278600	KOG3925
ML5G278700	KOG3073
ML5G278800	KOG0594
ML5G278900	KOG0997
ML5G279200	KOG3493
ML5G280100	KOG3160
ML5G280200	KOG1502
ML5G280300	KOG1441
ML5G280800	KOG3227
ML5G281100	KOG1187
ML5G281200	KOG0382
ML5G281400	KOG0773
ML5G281500	KOG1187
ML5G281700	KOG2825
ML5G281800	KOG0061
ML5G281900	KOG2605
ML5G282400	KOG2533
ML5G282600	KOG2533
ML5G282800	KOG2533
ML5G283000	KOG2533
ML5G283300	KOG1187
ML5G283400	KOG2533
ML5G283700	KOG0061
ML5G283800	KOG2185
ML5G283900	KOG2185
ML5G284300	KOG1603
ML5G284400	KOG3413
ML5G284500	KOG1339
ML5G285000	KOG1187
ML5G285300	KOG2944
ML5G285400	KOG2944
ML5G285500	KOG2944
ML5G285600	KOG0048
ML5G286100	KOG1187
ML5G286800	KOG2793
ML5G286900	KOG1282
ML5G287000	KOG1282
ML5G287100	KOG1282
ML5G287200	KOG3229
ML5G287400	KOG1021
ML5G287800	KOG0223
ML5G287900	KOG3692
ML5G288000	KOG0441
ML5G288200	KOG4607
ML5G288300	KOG1744
ML5G289000	KOG3484
ML5G289100	KOG4172
ML5G289400	KOG2939
ML5G289500	KOG4614
ML5G290000	KOG1339
ML5G292200	KOG2369
ML5G292400	KOG1429
ML5G292900	KOG1187
ML5G293500	KOG3325
ML5G294400	KOG0235
ML5G294700	KOG1384
ML5G295200	KOG1575
ML5G295300	KOG0157
ML5G295400	KOG1221
ML5G295700	KOG1221
ML5G295800	KOG1009
ML5G296400	KOG2692
ML5G296500	KOG1037
ML5G296600	KOG3346
ML5G296700	KOG1454
ML5G297000	KOG3494
ML5G297100	KOG1570
ML5G297300	KOG0037
ML5G297600	KOG0907
ML5G297900	KOG2487
ML5G299300	KOG0859
ML5G299900	KOG2868
ML5G300900	KOG0725
ML5G301200	KOG1030
ML5G301800	KOG2370
ML5G302000	KOG1664
ML5G302100	KOG0304
ML5G302400	KOG4526
ML5G302700	KOG1339
ML5G303000	KOG1187
ML5G303300	KOG2495
ML5G303700	KOG1121
ML5G304100	KOG1187
ML5G304500	KOG0374
ML5G305100	KOG1520
ML5G305200	KOG1968
ML5G305700	KOG1493
ML5G305900	KOG4280
ML5G306000	KOG1151
ML5G306600	KOG0554
ML5G306900	KOG0087
ML5G307000	KOG2951
ML5G307100	KOG4293
ML5G307300	KOG0878
ML5G307400	KOG0610
ML5G307600	KOG2370
ML5G307700	KOG2370
ML5G308200	KOG3283
ML5G308300	KOG0543
ML5G308500	KOG1995
ML5G308600	KOG0544
ML5G309100	KOG1198
ML5G309600	KOG2698
ML5G309800	KOG0794
ML5G310300	KOG3106
ML5G310500	KOG0116
ML5G311400	KOG1962
ML5G311600	KOG4374
ML5G311700	KOG2699
ML5G312200	KOG4488
ML5G312300	KOG1192
ML5G312800	KOG4282
ML5G312900	KOG1471
ML5G313100	KOG1187
ML5G313200	KOG0537
ML5G313400	KOG3002
ML5G313500	KOG1249
ML5G313900	KOG0978
ML5G314100	KOG0119
ML5G315600	KOG1459
ML5G315800	KOG0834
ML5G316100	KOG1743
ML5G316200	KOG4207
ML5G316900	KOG1946
ML5G317200	KOG1946
ML5G317300	KOG0032
ML5G317600	KOG1187
ML5G318200	KOG2255
ML5G318700	KOG0759
ML5G319000	KOG0759
ML5G319100	KOG1187
ML5G319300	KOG3387
ML5G319500	KOG0045
ML5G320300	KOG1901
ML5G320400	KOG0157
ML5G320500	KOG0157
ML5G320600	KOG0157
ML5G320700	KOG0157
ML5G320800	KOG1187
ML5G321000	KOG4386
ML5G321200	KOG1901
ML5G321500	KOG1950
ML6G000300	KOG2718
ML6G000700	KOG1198
ML6G000900	KOG1681
ML6G001000	KOG1623
ML6G001600	KOG0014
ML6G001700	KOG1944
ML6G002200	KOG2104
ML6G002400	KOG3491
ML6G003100	KOG1121
ML6G003400	KOG2998
ML6G003500	KOG1663
ML6G003600	KOG1663
ML6G003700	KOG2194
ML6G003800	KOG0737
ML6G004000	KOG0175
ML6G004300	KOG4412
ML6G005100	KOG1303
ML6G005200	KOG0657
ML6G005300	KOG4282
ML6G005700	KOG0048
ML6G005900	KOG1601
ML6G006100	KOG1014
ML6G006700	KOG1543
ML6G006900	KOG1844
ML6G007700	KOG0279
ML6G007700	KOG0295
ML6G007700	KOG0645
ML6G008000	KOG4172
ML6G008500	KOG0698
ML6G009600	KOG0156
ML6G009700	KOG1347
ML6G010200	KOG1448
ML6G011200	KOG2532
ML6G011400	KOG1540
ML6G011500	KOG0773
ML6G012000	KOG4755
ML6G012300	KOG1680
ML6G012400	KOG0070
ML6G012700	KOG1950
ML6G013000	KOG1082
ML6G013400	KOG2501
ML6G013500	KOG1198
ML6G013600	KOG1198
ML6G013700	KOG1578
ML6G013900	KOG0834
ML6G014300	KOG2628
ML6G014800	KOG1871
ML6G014800	KOG1872
ML6G015100	KOG1602
ML6G015200	KOG1562
ML6G016000	KOG4401
ML6G016900	KOG0295
ML6G016900	KOG0315
ML6G016900	KOG0645
ML6G017300	KOG0869
ML6G017500	KOG0869
ML6G017600	KOG0869
ML6G017900	KOG4204
ML6G018800	KOG0304
ML6G019200	KOG1198
ML6G019600	KOG0712
ML6G020000	KOG0483
ML6G020300	KOG1187
ML6G020400	KOG3126
ML6G020500	KOG0471
ML6G020800	KOG0483
ML6G021300	KOG3301
ML6G021400	KOG2167
ML6G021500	KOG3085
ML6G021700	KOG2973
ML6G021800	KOG0874
ML6G023200	KOG0048
ML6G023300	KOG1267
ML6G023900	KOG0048
ML6G024300	KOG1691
ML6G024400	KOG0192
ML6G024700	KOG3047
ML6G025000	KOG3271
ML6G025100	KOG1493
ML6G025300	KOG2633
ML6G025400	KOG4412
ML6G026200	KOG2743
ML6G026400	KOG0841
ML6G026500	KOG1441
ML6G026800	KOG1454
ML6G027000	KOG0537
ML6G027200	KOG3147
ML6G027300	KOG0157
ML6G027800	KOG0014
ML6G028700	KOG0157
ML6G029300	KOG1269
ML6G029400	KOG0157
ML6G030100	KOG4658
ML6G030300	KOG0157
ML6G030400	KOG0157
ML6G030500	KOG0157
ML6G030600	KOG0157
ML6G031100	KOG2381
ML6G031400	KOG1305
ML6G031600	KOG1853
ML6G032100	KOG1853
ML6G032900	KOG1571
ML6G033200	KOG4203
ML6G033300	KOG2877
ML6G033900	KOG3197
ML6G034000	KOG1187
ML6G034100	KOG0027
ML6G034300	KOG1018
ML6G034600	KOG0154
ML6G035300	KOG1073
ML6G036000	KOG1339
ML6G036400	KOG0594
ML6G037400	KOG1303
ML6G037500	KOG1303
ML6G037600	KOG2881
ML6G037700	KOG1362
ML6G037900	KOG4658
ML6G038600	KOG0627
ML6G038800	KOG0557
ML6G038900	KOG0557
ML6G039000	KOG4189
ML6G039200	KOG0011
ML6G039400	KOG2150
ML6G040500	KOG1579
ML6G040700	KOG1601
ML6G041300	KOG0846
ML6G041400	KOG0156
ML6G041600	KOG1455
ML6G041700	KOG1384
ML6G042200	KOG0048
ML6G042300	KOG0978
ML6G042300	KOG4593
ML6G043100	KOG1940
ML6G043200	KOG1940
ML6G043500	KOG0698
ML6G044000	KOG1187
ML6G044800	KOG3030
ML6G044900	KOG1289
ML6G045000	KOG1769
ML6G045400	KOG1106
ML6G045900	KOG2228
ML6G046100	KOG1347
ML6G046200	KOG1347
ML6G046500	KOG3259
ML6G046600	KOG0266
ML6G046800	KOG0198
ML6G047700	KOG4522
ML6G047800	KOG0583
ML6G048000	KOG1609
ML6G048100	KOG1731
ML6G048200	KOG3075
ML6G048300	KOG2722
ML6G048400	KOG0061
ML6G048500	KOG0799
ML6G048800	KOG1603
ML6G049900	KOG0484
ML6G050100	KOG4203
ML6G050200	KOG0771
ML6G050300	KOG1575
ML6G050500	KOG3290
ML6G051000	KOG1030
ML6G051300	KOG3034
ML6G051400	KOG0251
ML6G051600	KOG1187
ML6G053500	KOG2699
ML6G053600	KOG1187
ML6G053900	KOG0896
ML6G054000	KOG4198
ML6G054100	KOG2839
ML6G054300	KOG1337
ML6G054400	KOG0027
ML6G054700	KOG4658
ML6G054900	KOG0513
ML6G055100	KOG0508
ML6G055100	KOG4412
ML6G055800	KOG4693
ML6G056100	KOG1471
ML6G056300	KOG1471
ML6G057400	KOG4777
ML6G057900	KOG4473
ML6G058000	KOG0627
ML6G058100	KOG1844
ML6G058300	KOG4658
ML6G058400	KOG2490
ML6G058500	KOG0251
ML6G058700	KOG1187
ML6G059100	KOG0026
ML6G059300	KOG4658
ML6G059900	KOG1619
ML6G060300	KOG0001
ML6G061800	KOG0819
ML6G061900	KOG1187
ML6G065200	KOG1489
ML6G066500	KOG1844
ML6G066800	KOG2693
ML6G066900	KOG1965
ML6G068200	KOG0143
ML6G068300	KOG1187
ML6G068800	KOG1364
ML6G068900	KOG1752
ML6G069000	KOG4246
ML6G069500	KOG1685
ML6G070000	KOG0840
ML6G070100	KOG1187
ML6G070400	KOG4791
ML6G070600	KOG1187
ML6G070700	KOG3372
ML6G070800	KOG0472
ML6G070900	KOG0381
ML6G071000	KOG1499
ML6G071300	KOG4223
ML6G072000	KOG2521
ML6G072200	KOG0657
ML6G072300	KOG2867
ML6G072400	KOG3048
ML6G072600	KOG0910
ML6G072800	KOG0254
ML6G072900	KOG0254
ML6G073000	KOG3163
ML6G073300	KOG4658
ML6G073500	KOG4658
ML6G074000	KOG1493
ML6G074100	KOG3233
ML6G074500	KOG0157
ML6G074900	KOG4210
ML6G075000	KOG0198
ML6G075300	KOG1988
ML6G076100	KOG0845
ML6G076200	KOG0959
ML6G076500	KOG1187
ML6G076700	KOG1249
ML6G076900	KOG0907
ML6G077000	KOG1603
ML6G077200	KOG3480
ML6G077300	KOG1626
ML6G077500	KOG3178
ML6G077600	KOG1482
ML6G077700	KOG3257
ML6G077800	KOG2761
ML6G078400	KOG0131
ML6G078600	KOG0846
ML6G079000	KOG3132
ML6G079700	KOG1454
ML6G079900	KOG3046
ML6G080100	KOG0053
ML6G080200	KOG1838
ML6G080400	KOG2197
ML6G081700	KOG3319
ML6G081900	KOG1187
ML6G082000	KOG3114
ML6G082200	KOG0048
ML6G082300	KOG1437
ML6G082400	KOG0048
ML6G082500	KOG0048
ML6G082600	KOG2539
ML6G082700	KOG1208
ML6G083600	KOG1840
ML6G083700	KOG1623
ML6G083900	KOG3314
ML6G084000	KOG1187
ML6G084900	KOG1746
ML6G085300	KOG0155
ML6G085800	KOG0156
ML6G086100	KOG0027
ML6G086500	KOG0023
ML6G086900	KOG0811
ML6G087200	KOG0627
ML6G087400	KOG0129
ML6G087400	KOG0131
ML6G087500	KOG3140
ML6G089400	KOG1187
ML6G089800	KOG0580
ML6G090000	KOG1187
ML6G090400	KOG1187
ML6G090600	KOG1187
ML6G090700	KOG0580
ML6G090800	KOG1187
ML6G091000	KOG1187
ML6G091500	KOG2276
ML6G092400	KOG0565
ML6G092500	KOG0143
ML6G092700	KOG1448
ML6G093900	KOG0700
ML6G094000	KOG2914
ML6G094600	KOG1809
ML6G094700	KOG1052
ML6G094900	KOG2849
ML6G095100	KOG1187
ML6G095200	KOG1666
ML6G095300	KOG3092
ML6G095400	KOG1167
ML6G095500	KOG1629
ML6G095600	KOG1187
ML6G096600	KOG1021
ML6G097000	KOG1654
ML6G097500	KOG1987
ML6G097700	KOG3030
ML6G098100	KOG3035
ML6G098300	KOG2772
ML6G099000	KOG4411
ML6G099100	KOG3275
ML6G099700	KOG1308
ML6G100000	KOG1187
ML6G100100	KOG1187
ML6G100200	KOG0156
ML6G100300	KOG1187
ML6G100400	KOG1187
ML6G100500	KOG0156
ML6G100800	KOG0156
ML6G100900	KOG0156
ML6G101200	KOG3429
ML6G101400	KOG2645
ML6G101800	KOG2729
ML6G101900	KOG0156
ML6G103100	KOG0240
ML6G103500	KOG1187
ML6G103600	KOG0256
ML6G104200	KOG1441
ML6G104500	KOG0156
ML6G104700	KOG0156
ML6G104900	KOG1187
ML6G105700	KOG1153
ML6G105900	KOG3044
ML6G106300	KOG0157
ML6G107400	KOG0143
ML6G107700	KOG0305
ML6G107900	KOG0014
ML6G108200	KOG0773
ML6G108500	KOG1476
ML6G108600	KOG1429
ML6G108900	KOG2325
ML6G109000	KOG1582
ML6G109500	KOG2704
ML6G109600	KOG3190
ML6G110000	KOG2552
ML6G110100	KOG0157
ML6G110400	KOG2289
ML6G110500	KOG1722
ML6G111200	KOG1082
ML6G111300	KOG1088
ML6G111500	KOG3318
ML6G112100	KOG1088
ML6G112700	KOG2381
ML6G112800	KOG1030
ML6G113100	KOG0472
ML6G113200	KOG1700
ML6G113500	KOG0963
ML6G113500	KOG2685
ML6G113500	KOG4593
ML6G113800	KOG1187
ML6G114000	KOG0867
ML6G114100	KOG1651
ML6G114200	KOG1651
ML6G114800	KOG4593
ML6G115100	KOG1187
ML6G115400	KOG2914
ML6G115500	KOG1886
ML6G115900	KOG0223
ML6G116000	KOG1208
ML6G116100	KOG0157
ML6G116200	KOG2714
ML6G116500	KOG3185
ML6G116600	KOG1584
ML6G116800	KOG0416
ML6G117000	KOG0580
ML6G117000	KOG2345
ML6G117600	KOG1493
ML6G117800	KOG1187
ML6G118100	KOG4742
ML6G118300	KOG0235
ML6G118800	KOG2722
ML6G118900	KOG0773
ML6G119100	KOG2246
ML6G119300	KOG0156
ML6G119500	KOG0156
ML6G120800	KOG4412
ML6G121100	KOG1603
ML6G121200	KOG4816
ML6G122300	KOG1792
ML6G122500	KOG0032
ML6G123400	KOG2288
ML6G123500	KOG3170
ML6G124100	KOG1033
ML6G124200	KOG0700
ML6G124500	KOG1493
ML6G125400	KOG4674
ML6G125900	KOG1502
ML6G126000	KOG1502
ML6G126100	KOG1502
ML6G126700	KOG1239
ML6G126800	KOG1239
ML6G127000	KOG1239
ML6G127200	KOG1239
ML6G127300	KOG1493
ML6G127400	KOG2752
ML6G127900	KOG2381
ML6G128000	KOG2381
ML6G128100	KOG0034
ML6G128500	KOG1493
ML6G128900	KOG2824
ML6G129500	KOG0583
ML6G129600	KOG1793
ML6G129800	KOG3381
ML6G130700	KOG0472
ML6G131100	KOG0157
ML6G131300	KOG0142
ML6G131900	KOG1285
ML6G132000	KOG1285
ML6G132200	KOG1285
ML6G132300	KOG1285
ML6G132400	KOG2508
ML6G132500	KOG1065
ML6G133100	KOG2283
ML6G133400	KOG1287
ML6G133500	KOG4020
ML6G133600	KOG4412
ML6G133800	KOG0840
ML6G134100	KOG0659
ML6G134400	KOG1267
ML6G134700	KOG0440
ML6G135300	KOG2743
ML6G135500	KOG0266
ML6G135800	KOG4203
ML6G136400	KOG1187
ML6G136700	KOG0954
ML6G136800	KOG0014
ML6G137100	KOG2908
ML6G137200	KOG0082
ML6G137300	KOG4519
ML6G137400	KOG4068
ML6G138700	KOG1339
ML6G139000	KOG1187
ML6G139100	KOG4282
ML6G139600	KOG1869
ML6G140000	KOG1869
ML6G141700	KOG1003
ML6G142200	KOG4666
ML6G142700	KOG1533
ML6G143300	KOG1187
ML6G143600	KOG0771
ML6G144100	KOG2344
ML6G144200	KOG0107
ML6G144400	KOG1444
ML6G144500	KOG0519
ML6G144700	KOG1248
ML6G145100	KOG1601
ML6G145200	KOG0005
ML6G145300	KOG0698
ML6G145400	KOG1234
ML6G145700	KOG1584
ML6G145800	KOG1584
ML6G145900	KOG1584
ML6G146000	KOG1584
ML6G146100	KOG0699
ML6G146600	KOG0629
ML6G146700	KOG0629
ML6G147200	KOG1651
ML6G147700	KOG1867
ML6G147800	KOG2185
ML6G148000	KOG3318
ML6G148300	KOG1584
ML6G148400	KOG1584
ML6G148800	KOG1684
ML6G149100	KOG1221
ML6G149600	KOG0583
ML6G149900	KOG1430
ML6G150300	KOG0701
ML6G150500	KOG0865
ML6G150500	KOG0879
ML6G150600	KOG0682
ML6G150700	KOG0919
ML6G150900	KOG0096
ML6G151100	KOG0382
ML6G151200	KOG0583
ML6G151400	KOG1322
ML6G151700	KOG0003
ML6G152900	KOG3440
ML6G153000	KOG0498
ML6G153300	KOG3138
ML6G153500	KOG2058
ML6G153900	KOG0032
ML6G154600	KOG1634
ML6G154700	KOG0714
ML6G155000	KOG0812
ML6G155200	KOG0266
ML6G155300	KOG0397
ML6G155700	KOG1944
ML6G155900	KOG1399
ML6G156100	KOG0048
ML6G156300	KOG1087
ML6G156800	KOG1237
ML6G156900	KOG1285
ML6G157000	KOG1285
ML6G157100	KOG1021
ML6G157400	KOG2271
ML6G157500	KOG3168
ML6G157800	KOG1601
ML6G157900	KOG1164
ML6G158300	KOG1400
ML6G158400	KOG2713
ML6G158600	KOG1187
ML6G159200	KOG0580
ML6G159500	KOG1656
ML6G159600	KOG2056
ML6G160200	KOG1676
ML6G160300	KOG1687
ML6G160400	KOG0773
ML6G160800	KOG0034
ML6G161000	KOG3150
ML6G161200	KOG0192
ML6G162000	KOG3031
ML6G162200	KOG1816
ML6G162500	KOG0806
ML6G162700	KOG0765
ML6G162800	KOG0710
ML6G163100	KOG0864
ML6G163500	KOG1187
ML6G163800	KOG2620
ML6G164500	KOG0513
ML6G165000	KOG0752
ML6G165200	KOG0627
ML6G165300	KOG1752
ML6G165400	KOG0749
ML6G165500	KOG1816
ML6G165600	KOG1947
ML6G165600	KOG4341
ML6G165700	KOG1947
ML6G165700	KOG4341
ML6G166100	KOG1187
ML6G166600	KOG2401
ML6G167200	KOG0752
ML6G167300	KOG2383
ML6G167700	KOG1161
ML6G168000	KOG1947
ML6G168300	KOG1187
ML6G168500	KOG0251
ML6G168900	KOG1444
ML6G169000	KOG2881
ML6G169100	KOG1712
ML6G169200	KOG1724
ML6G169400	KOG0853
ML6G169500	KOG1328
ML6G169600	KOG2765
ML6G169700	KOG2288
ML6G170200	KOG2532
ML6G170600	KOG0001
ML6G170600	KOG0005
ML6G170700	KOG1728
ML6G170800	KOG2668
ML6G171000	KOG0773
ML6G171300	KOG0304
ML6G171400	KOG4731
ML6G171800	KOG1441
ML6G171900	KOG0691
ML6G172200	KOG0192
ML6G172200	KOG4412
ML6G172800	KOG2179
ML6G172900	KOG1187
ML6G173200	KOG1801
ML6G173600	KOG1187
ML6G175000	KOG0581
ML6G175400	KOG4658
ML6G175500	KOG4658
ML6G175600	KOG1192
ML6G175700	KOG0594
ML6G175800	KOG2722
ML6G175900	KOG2914
ML6G176200	KOG2744
ML6G176500	KOG4658
ML6G176700	KOG1663
ML6G176800	KOG1502
ML6G177100	KOG2076
ML6G177200	KOG2076
ML6G177300	KOG2780
ML6G177700	KOG1603
ML6G178300	KOG0569
ML6G178500	KOG0569
ML6G178600	KOG1493
ML6G179100	KOG1311
ML6G179600	KOG0657
ML6G180000	KOG1052
ML6G180300	KOG0698
ML6G180400	KOG3782
ML6G181000	KOG0998
ML6G181400	KOG0381
ML6G181700	KOG1187
ML6G181900	KOG1623
ML6G182000	KOG1623
ML6G182100	KOG0841
ML6G182300	KOG4412
ML6G182400	KOG1873
ML6G182500	KOG0672
ML6G182700	KOG0655
ML6G183000	KOG2978
ML6G183200	KOG1399
ML6G183300	KOG1441
ML6G183400	KOG2025
ML6G183800	KOG0768
ML6G184300	KOG2686
ML6G184400	KOG0565
ML6G185300	KOG0123
ML6G185400	KOG2769
ML6G185700	KOG3174
ML6G185800	KOG2741
ML6G186500	KOG1187
ML6G186800	KOG1191
ML6G187000	KOG1543
ML6G187100	KOG1191
ML6G187500	KOG4658
ML6G188000	KOG1603
ML6G188100	KOG1339
ML6G188300	KOG2988
ML6G189300	KOG0978
ML6G189300	KOG4674
ML6G190700	KOG2728
ML6G191000	KOG1594
ML6G191500	KOG1187
ML6G191700	KOG1313
ML6G192100	KOG0698
ML6G192400	KOG1651
ML6G192700	KOG4711
ML6G192800	KOG1187
ML6G192900	KOG0032
ML6G193400	KOG1792
ML6G195100	KOG2795
ML6G195200	KOG2809
ML6G195600	KOG2624
ML6G195800	KOG1603
ML6G195900	KOG1336
ML6G196700	KOG1065
ML6G196800	KOG4412
ML6G197000	KOG4412
ML6G197400	KOG2246
ML6G197500	KOG0773
ML6G197700	KOG1493
ML6G198100	KOG0416
ML6G198700	KOG0198
ML6G198800	KOG0223
ML6G199300	KOG2645
ML6G200000	KOG3189
ML6G200300	KOG1235
ML6G200400	KOG0446
ML6G200600	KOG0446
ML6G200700	KOG0446
ML6G201000	KOG4412
ML6G201500	KOG0768
ML6G201700	KOG1886
ML6G201900	KOG2914
ML6G202200	KOG1187
ML6G202600	KOG1651
ML6G202800	KOG0867
ML6G203100	KOG4172
ML6G204000	KOG1251
ML6G205500	KOG1700
ML6G205700	KOG1187
ML6G206200	KOG0978
ML6G206400	KOG1187
ML6G206500	KOG2463
ML6G206600	KOG1735
ML6G206900	KOG0324
ML6G207500	KOG3095
ML6G208000	KOG0048
ML6G208200	KOG0327
ML6G208900	KOG1722
ML6G209000	KOG2289
ML6G209300	KOG0192
ML6G209600	KOG0032
ML6G209700	KOG2724
ML6G210200	KOG4809
ML6G210400	KOG2704
ML6G210500	KOG1363
ML6G210800	KOG1363
ML6G211400	KOG2142
ML6G211700	KOG0198
ML6G211800	KOG0198
ML6G211900	KOG1192
ML6G212200	KOG0032
ML6G212500	KOG1809
ML6G212600	KOG1211
ML6G213500	KOG1429
ML6G213700	KOG0698
ML6G213900	KOG0773
ML6G214000	KOG2427
ML6G214100	KOG0014
ML6G214400	KOG4172
ML6G214600	KOG0069
ML6G215400	KOG4660
ML6G216000	KOG4656
ML6G216100	KOG3041
ML6G216400	KOG1441
ML6G217100	KOG2718
ML6G218700	KOG0840
ML6G218800	KOG1347
ML6G218900	KOG2729
ML6G219100	KOG0873
ML6G219200	KOG1205
ML6G219400	KOG0133
ML6G219800	KOG2718
ML6G220100	KOG4467
ML6G220200	KOG2929
ML6G220300	KOG1187
ML6G220700	KOG1371
ML6G221300	KOG1558
ML6G221400	KOG4658
ML6G222900	KOG1495
ML6G223500	KOG1752
ML6G224500	KOG1347
ML6G224700	KOG1712
ML6G225400	KOG1399
ML6G225600	KOG1021
ML6G226600	KOG1187
ML6G226700	KOG1187
ML6G227700	KOG0048
ML6G228100	KOG0156
ML6G228500	KOG0156
ML6G228600	KOG0156
ML6G229000	KOG2700
ML6G229400	KOG1187
ML6G229500	KOG1187
ML6G229700	KOG0439
ML6G229800	KOG1471
ML6G230100	KOG1339
ML6G230400	KOG2826
ML6G230700	KOG1187
ML6G231000	KOG1950
ML6G231200	KOG3133
ML6G231700	KOG0627
ML6G232000	KOG1030
ML6G232200	KOG4658
ML6G233700	KOG4501
ML6G234500	KOG0223
ML6G234800	KOG3076
ML6G235200	KOG2557
ML6G235400	KOG1267
ML6G235700	KOG0698
ML6G236000	KOG4658
ML6G236100	KOG3115
ML6G236300	KOG1021
ML6G236500	KOG0314
ML6G236900	KOG0648
ML6G237100	KOG0324
ML6G237300	KOG2541
ML6G237400	KOG2541
ML6G237500	KOG1865
ML6G237700	KOG2541
ML6G237800	KOG1719
ML6G238000	KOG0483
ML6G238900	KOG1187
ML6G239000	KOG0182
ML6G239100	KOG2420
ML6G239200	KOG2741
ML6G239300	KOG1455
ML6G239500	KOG4646
ML6G239600	KOG2614
ML6G239900	KOG0084
ML6G240200	KOG2945
ML6G240300	KOG4569
ML6G240900	KOG0143
ML6G241000	KOG1187
ML6G241200	KOG1415
ML6G241800	KOG4667
ML6G243300	KOG2163
ML6G243800	KOG2533
ML6G244200	KOG0840
ML6G244300	KOG4282
ML6G244600	KOG1187
ML6G244900	KOG1603
ML6G245100	KOG1626
ML6G245500	KOG2288
ML6G245600	KOG2761
ML6G245700	KOG1187
ML6G246400	KOG2108
ML6G246600	KOG1454
ML6G247200	KOG1987
ML6G247500	KOG2049
ML6G247600	KOG3259
ML6G247900	KOG1378
ML6G248000	KOG3249
ML6G248200	KOG1396
ML6G248800	KOG2392
ML6G248900	KOG0706
ML6G249000	KOG1871
ML6G249000	KOG1872
ML6G249200	KOG2037
ML6G249300	KOG0106
ML6G249300	KOG0131
ML6G249300	KOG0144
ML6G249400	KOG0058
ML6G249900	KOG1814
ML6G250000	KOG3194
ML6G250200	KOG3488
ML6G250900	KOG1623
ML6G251100	KOG1552
ML6G251600	KOG1746
ML6G251700	KOG4288
ML6G252200	KOG4393
ML6G252400	KOG0048
ML6G252800	KOG2360
ML6G253100	KOG4412
ML6G253200	KOG4412
ML6G253500	KOG0765
ML6G253900	KOG1815
ML6G254100	KOG0192
ML6G254400	KOG1562
ML6G254500	KOG0317
ML6G254800	KOG0254
ML6G254900	KOG3075
ML6G255000	KOG1231
ML6G255200	KOG1947
ML6G255200	KOG4341
ML6G255300	KOG1947
ML6G255300	KOG4341
ML6G255700	KOG1947
ML6G256000	KOG1187
ML6G256500	KOG0082
ML6G256600	KOG1454
ML6G256700	KOG1454
ML6G256800	KOG3386
ML6G257300	KOG0752
ML6G257500	KOG1441
ML6G257600	KOG1187
ML6G257700	KOG1515
ML6G257800	KOG1306
ML6G258100	KOG1791
ML6G258300	KOG1947
ML6G259400	KOG0198
ML6G259500	KOG1003
ML6G259700	KOG0859
ML6G259800	KOG1987
ML6G260000	KOG1021
ML6G260100	KOG1021
ML6G260200	KOG1328
ML6G260300	KOG2765
ML6G260400	KOG3306
ML6G260500	KOG2288
ML6G260900	KOG0266
ML6G261000	KOG2532
ML6G261100	KOG3086
ML6G261200	KOG4151
ML6G261300	KOG2643
ML6G261700	KOG1728
ML6G261800	KOG2668
ML6G262000	KOG2611
ML6G262200	KOG2174
ML6G262400	KOG3208
ML6G262500	KOG2536
ML6G263000	KOG3246
ML6G263200	KOG0409
ML6G263400	KOG1755
ML6G263500	KOG0858
ML6G264100	KOG0617
ML6G264800	KOG3481
ML6G265000	KOG0698
ML6G265100	KOG3414
ML6G265200	KOG0864
ML6G265500	KOG0885
ML6G265600	KOG1187
ML6G266200	KOG1687
ML6G266400	KOG2931
ML6G266500	KOG0773
ML6G266800	KOG4658
ML6G267000	KOG1650
ML6G267500	KOG3246
ML6G267600	KOG0034
ML6G267700	KOG0192
ML6G267900	KOG1558
ML6G268600	KOG0513
ML6G268700	KOG0186
ML6G269000	KOG1441
ML6G269300	KOG4667
ML6G269400	KOG1371
ML6G269500	KOG4232
ML6G269600	KOG1187
ML6G269800	KOG2462
ML6G270000	KOG1752
ML6G270300	KOG0156
ML6G270500	KOG0032
ML6G271300	KOG0963
ML6G271300	KOG0978
ML6G271500	KOG2668
ML6G271800	KOG0565
ML6G271900	KOG0589
ML6G272100	KOG0698
ML6G272200	KOG3948
ML6G272700	KOG1296
ML6G273000	KOG2056
ML6G273100	KOG1656
ML6G273200	KOG1595
ML6G273300	KOG3010
ML6G273900	KOG3732
ML6G274200	KOG0580
ML6G274500	KOG1755
ML6G274900	KOG1187
ML6G275000	KOG1303
ML6G275100	KOG1652
ML6G275300	KOG0594
ML6G275400	KOG4658
